num,longitude,latitude,ref
1968A,120.014,36.253,N
1969A,120.537,36.865,N
1970A,120.515,36.885,N
1971A,119.952,36.792,N
1972A,119.976,36.799,N
1973A,120.747,37.825,N
1974A,120.773,37.809,N
1975A,120.399,37.374,N
1976A,120.394,37.364,N
1977A,119.941,37.177,N
1978A,119.959,37.18,N
1979A,122.471,37.154,N
1980A,122.41,37.161,N
1981A,122.038,37.197,N
1982A,122.0693,37.2174,N
1983A,121.531,36.913,N
1984A,121.544,36.907,N
1985A,120.636,31.155,N
1986A,120.635,31.17,N
1987A,120.658,31.172,N
1988A,120.953,31.388,N
1989A,120.999,31.381,N
1990A,120.758,31.67,N
1991A,120.721,31.671,N
1992A,120.734,31.656,N
1993A,120.526,31.874,N
1994A,120.55,31.882,N
1995A,121.115,31.453,N
1996A,121.14,31.422,N
1997A,119.146,31.955,N
1998A,119.18,31.955,N
1999A,120.268,31.92,N
2000A,120.237,31.909,N
2001A,120.302,31.92,N
2002A,119.818,31.354,N
2003A,119.794,31.371,N
2004A,119.579,31.751,N
2005A,119.579,31.737,N
2006A,119.46,31.4,N
2007A,119.438,31.317,N
2008A,121.173,31.896,N
2009A,121.1518,31.89708,N
2010A,119.7183,30.2366,N
2011A,119.6942,30.2311,N
2012A,119.954,30.054,N
2013A,119.946,30.049,N
2014A,120.091,29.305,N
2015A,120.04,29.334,N
2016A,120.251,29.719,N
2017A,120.209,29.732,N
2018A,121.989,39.625,N
2019A,122.011,39.617,N
2031A,113.1817,27.9958,N
2054A,114.1099,32.1059,N
2064A,113.9956,32.1271,N
2065A,114.0775,32.1195,N
2066A,114.0609,32.1399,N
2067A,114.6613,33.6128,N
2068A,114.6758,33.6347,N
2069A,114.6546,33.5979,N
2070A,114.6369,33.6406,N
2073A,117.7206,24.5086,Y
2074A,117.6569,24.5157,Y
2075A,117.6336,24.4674,Y
2160A,112.85,35.5051,N
2161A,112.8318,35.4936,N
2162A,112.8508,35.4887,N
2163A,112.8676,35.4897,N
2164A,112.8271,35.4828,N
2165A,112.8453,35.546,Y
2166A,112.4397,39.3522,N
2167A,112.4575,39.3617,N
2168A,112.4258,39.3197,N
2169A,112.4072,39.3278,N
2170A,112.4272,39.3681,N
2171A,112.7532,37.6945,N
2173A,112.7249,37.7067,N
2174A,112.6991,37.6982,N
2175A,110.9956,35.0147,N
2176A,111.0233,35.0611,N
2177A,111.0397,35.0394,Y
2178A,110.9686,35.0303,N
2179A,111.0414,35.1147,N
2180A,112.7356,38.4186,Y
2181A,112.7383,38.4519,N
2182A,112.7003,38.4928,N
2183A,111.1406,37.5211,N
2185A,111.1297,37.5136,N
2186A,106.8288,39.6778,N
2187A,106.8174,39.6973,N
2188A,106.7907,39.6667,N
2189A,122.2603,43.6267,Y
2190A,122.3039,43.6156,Y
2191A,122.2532,43.6801,N
2192A,119.7594,49.2261,N
2193A,119.7283,49.2014,Y
2194A,107.5936,40.916,Y
2195A,107.4212,40.761,N
2196A,107.37,40.7372,N
2197A,113.1306,40.9923,N
2198A,113.0974,41.038,N
2199A,122.062,46.0872,Y
2200A,122.0392,46.0656,N
2201A,121.9504,46.0741,N
2202A,116.1042,43.9317,N
2203A,116.0781,43.9311,N
2204A,105.6467,38.8363,Y
2205A,105.6985,38.8411,N
2206A,105.724,38.8516,N
2207A,121.6094,41.998,N
2208A,121.6697,42.0279,N
2209A,121.6673,42.0705,N
2210A,121.6717,42.0224,N
2211A,121.6506,42.0498,N
2212A,123.2,41.1953,N
2213A,123.1683,41.2495,N
2214A,123.2354,41.2639,N
2215A,123.149,41.2991,N
2216A,123.8139,42.3022,N
2217A,123.8649,42.2923,N
2218A,123.8486,42.2867,N
2219A,123.7153,42.2217,N
2220A,120.4318,41.5881,N
2221A,120.4521,41.5646,N
2222A,120.4176,41.5648,N
2223A,120.3806,41.5969,N
2224A,124.3419,43.1747,Y
2225A,124.4002,43.1713,N
2226A,124.388,43.193,N
2227A,125.1358,42.8845,N
2228A,125.1567,42.8953,Y
2229A,125.9358,41.7173,N
2230A,125.9446,41.7325,N
2231A,126.4219,41.9171,N
2232A,126.4077,41.9419,N
2233A,124.8006,45.1214,N
2234A,124.7965,45.1722,N
2235A,122.7911,45.6077,N
2236A,122.8738,45.5725,N
2237A,129.47,42.8883,N
2238A,129.5055,42.9108,N
2239A,129.3964,42.8881,N
2240A,130.9762,45.3001,N
2241A,130.9817,45.305,Y
2242A,131.0103,45.2948,Y
2243A,130.9429,45.3039,N
2244A,130.2537,47.3416,N
2245A,130.2684,47.3086,N
2246A,130.3114,47.3388,N
2247A,130.1097,47.3382,Y
2248A,131.1511,46.6937,N
2249A,131.1652,46.6191,N
2250A,131.1524,46.6554,N
2251A,131.12,46.5656,Y
2252A,128.5159,47.4311,N
2253A,128.9102,47.7412,N
2254A,129.5029,48.471,Y
2255A,130.2751,46.8028,N
2256A,130.3995,46.8307,N
2257A,130.3258,46.7975,N
2258A,130.3648,46.8032,N
2259A,130.3794,46.7588,Y
2260A,131.0032,45.7677,Y
2261A,130.8625,45.8194,Y
2262A,131.0518,45.8751,Y
2263A,127.4833,50.2524,N
2264A,127.5144,50.2341,N
2265A,127.5291,50.2472,Y
2266A,126.9785,46.6365,N
2267A,126.964,46.6528,N
2268A,124.1186,50.4269,Y
2269A,124.1069,50.4097,N
2270A,117.396,32.939,N
2271A,117.3605,32.9427,N
2272A,117.3086,32.935,Y
2273A,117.4185,32.8911,N
2274A,117.3533,32.9673,N
2275A,117.3145,32.8977,N
2276A,117.0417,32.6611,Y
2277A,116.8305,32.7727,N
2278A,117.0067,32.6524,N
2279A,116.8569,32.5951,N
2280A,116.8281,32.633,N
2281A,116.6325,32.6201,Y
2282A,116.8004,33.975,N
2283A,116.8091,33.9007,N
2284A,116.7856,33.9477,N
2285A,117.8177,30.9412,N
2286A,117.8059,30.9273,N
2287A,117.7807,30.9413,N
2288A,117.7439,30.8792,N
2289A,117.846,30.9413,N
2290A,117.8483,30.97,N
2291A,117.0809,30.5177,N
2292A,117.0331,30.5119,N
2293A,117.0486,30.5489,Y
2294A,116.9896,30.6145,N
2295A,118.2903,29.6963,N
2296A,118.327,29.7178,N
2297A,118.1371,30.2756,N
2298A,118.3093,32.3153,N
2299A,118.3244,32.2786,N
2300A,118.3158,32.3061,Y
2301A,115.8277,32.8929,N
2303A,115.8554,32.8605,N
2304A,116.9765,33.6481,Y
2305A,116.9677,33.6284,Y
2306A,116.989,33.6306,N
2307A,116.5079,31.737,N
2308A,116.4738,31.7643,N
2309A,116.4996,31.7905,N
2310A,116.5567,31.7886,N
2311A,115.8072,33.8399,N
2312A,115.7789,33.8518,N
2313A,117.4808,30.6414,Y
2314A,117.47,30.6618,N
2315A,117.4974,30.6539,Y
2316A,118.7581,30.9454,N
2317A,118.7385,30.9743,N
2318A,118.7173,30.9427,N
2319A,119.0141,25.4325,N
2320A,119.0015,25.4553,N
2321A,119.1119,25.4561,N
2322A,119.1013,25.3215,N
2323A,118.981,25.4792,Y
2324A,117.6211,26.2625,N
2325A,117.635,26.2714,N
2326A,117.6028,26.2378,N
2327A,117.7275,26.3108,Y
2331A,118.0966,26.6761,Y
2332A,118.1681,26.6369,N
2333A,118.1825,26.6489,N
2334A,118.1756,26.6272,N
2335A,117.0189,25.1181,Y
2336A,117.0217,25.1033,N
2337A,117.0258,25.0661,N
2338A,117.0196,25.0306,N
2339A,119.5001,26.6946,Y
2340A,119.5202,26.6607,Y
2341A,119.5388,26.6612,N
2342A,117.3102,29.3867,Y
2343A,117.2117,29.2933,N
2344A,117.1894,29.2789,N
2345A,117.1547,29.2617,N
2346A,117.2461,29.2956,N
2347A,114.0997,27.5002,Y
2348A,113.8385,27.6434,N
2349A,113.8493,27.6253,N
2350A,113.8676,27.6435,N
2351A,113.866,27.6198,N
2352A,115.0861,27.9317,Y
2353A,114.9886,27.8431,N
2354A,114.9231,27.8246,N
2355A,114.9308,27.8036,N
2356A,114.9119,27.8042,Y
2357A,116.9822,28.1136,Y
2358A,117.0564,28.2642,N
2359A,117.0311,28.2475,N
2360A,117.0222,28.2264,N
2361A,117.0017,28.2131,N
2362A,114.9017,25.9149,Y
2363A,114.9367,25.8664,N
2364A,114.9461,25.8481,N
2365A,114.9322,25.8333,N
2366A,114.8905,25.8471,N
2367A,114.9754,27.0803,N
2368A,114.9658,27.0999,N
2369A,114.99,27.1312,N
2370A,115.0093,27.0968,N
2371A,114.3408,27.8064,Y
2372A,114.3806,27.8014,N
2373A,114.3956,27.7844,N
2374A,114.3703,27.7914,N
2375A,114.4013,27.8074,N
2376A,116.2127,28.0814,Y
2377A,116.3544,27.9831,N
2378A,116.3565,27.963,N
2379A,116.3564,28.0007,N
2380A,116.385,27.9647,N
2381A,118.005,28.4572,Y
2382A,117.9756,28.4436,N
2383A,117.9519,28.4628,N
2384A,117.9033,28.4303,Y
2385A,114.17,35.9019,N
2386A,114.2956,35.7511,N
2387A,114.2878,35.7306,N
2388A,113.926,35.279,N
2389A,113.836,35.311,N
2390A,113.884,35.272,N
2391A,113.883,35.303,N
2392A,115.0312,35.7636,N
2393A,114.9906,35.767,Y
2394A,115.0574,35.7609,N
2395A,115.0866,35.7754,N
2396A,113.8276,34.0159,N
2397A,113.8208,34.0314,N
2398A,113.7906,33.9953,N
2399A,114.051,33.5699,N
2400A,114.0055,33.5698,N
2401A,114.0138,33.5828,N
2402A,114.0261,33.5698,N
2403A,112.5192,32.9917,N
2404A,112.5339,33.0086,N
2405A,112.5003,32.9735,N
2406A,112.5779,33.0144,N
2407A,112.548,32.9692,N
2408A,115.6702,34.4285,N
2409A,115.6458,34.4045,N
2410A,115.6293,34.3948,N
2411A,115.6578,34.402,Y
2420A,114.0189,32.9656,N
2421A,114.0114,33.015,N
2422A,113.9976,32.9771,N
2423A,115.0601,30.2313,N
2424A,115.0817,30.2006,N
